,Cmd,Ct_err,Cc_err,CD,SP
"('M1M0M2_0.032_0.048_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,5.749548591,-100,376,397
"('M1M0M2_0.032_0.048_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,2.993334646,-100,376,397
"('M1M0M2_0.032_0.048_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,5.749548591,-100,376,397
"('M1M0M2_0.032_0.048_BBB', (0, 0, 0, 0, 0, False))",,2.460726511,-100,446,354
"('M1M0M2_0.032_0.048_BBB', (10, 0, 0, 0, 0, False))",,5.159064391,-100,446,354
"('M1M0M2_0.032_0.048_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,3.123589672,-100,414,386
"('M1M0M2_0.032_0.048_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,5.397288176,-100,414,386
"('M1M0M2_0.032_0.048_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,3.123589672,-100,414,386
"('M1M0M2_0.032_0.048_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,5.397288176,-100,414,386
"('M1M0M2_0.032_0.048_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,3.123589672,-100,414,386
"('M1M0M2_0.032_0.048_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,5.397288176,-100,414,386
"('M1M0M2_0.032_0.04_ABA', (0, 0, 0, 0, 0, False))",,2.802827836,-0.283567493,458,290
"('M1M0M2_0.032_0.04_ABA', (10, 0, 0, 0, 0, False))",,5.554891978,0.184839572,458,290
"('M1M0M2_0.032_0.04_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,2.458156786,-0.365823208,430,317
"('M1M0M2_0.032_0.04_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,6.586200671,0.55578391,430,317
"('M1M0M2_0.032_0.04_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,2.458156786,-0.365823208,430,317
"('M1M0M2_0.032_0.04_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,6.586200671,0.55578391,430,317
"('M1M0M2_0.032_0.04_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,2.458156786,-0.365823208,430,317
"('M1M0M2_0.032_0.04_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,6.586200671,0.55578391,430,317
"('M1M0M2_0.032_0.04_BAB', (0, 0, 0, 0, 0, False))",,2.343512145,-0.510930723,402,290
"('M1M0M2_0.032_0.04_BAB', (10, 0, 0, 0, 0, False))",,4.803666112,0.247557441,402,290
"('M1M0M2_0.032_0.04_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,2.82737792,0.038801554,376,317
"('M1M0M2_0.032_0.04_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,6.615012778,0.472425219,376,317
"('M1M0M2_0.032_0.04_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,2.82737792,0.038801554,376,317
"('M1M0M2_0.032_0.04_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,6.615012778,0.472425219,376,317
"('M1M0M2_0.032_0.04_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,2.82737792,0.038801554,376,317
"('M1M0M2_0.032_0.04_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,6.615012778,0.472425219,376,317
"('M1M0M2_0.032_0.055_AAA', (0, 0, 0, 0, 0, False))",,1.878920557,-100,396,474
"('M1M0M2_0.032_0.055_AAA', (10, 0, 0, 0, 0, False))",,3.617227298,-100,396,474
"('M1M0M2_0.032_0.055_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.448820484,-100,358,512
"('M1M0M2_0.032_0.055_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,4.333067617,-100,358,512
"('M1M0M2_0.032_0.055_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.448820484,-100,358,512
"('M1M0M2_0.032_0.055_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,4.333067617,-100,358,512
"('M1M0M2_0.032_0.055_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,2.448820484,-100,358,512
"('M1M0M2_0.032_0.055_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,4.333067617,-100,358,512
"('M1M0M2_0.032_0.055_ABA', (0, 0, 0, 0, 0, False))",,2.093740817,-100,466,431
"('M1M0M2_0.032_0.055_ABA', (10, 0, 0, 0, 0, False))",,4.444607699,-100,466,431
"('M1M0M2_0.032_0.055_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,2.972251248,-100,430,467
"('M1M0M2_0.032_0.055_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,5.47568431,-100,430,467
"('M1M0M2_0.032_0.055_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,2.972251248,-100,430,467
"('M1M0M2_0.032_0.055_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,5.47568431,-100,430,467
"('M1M0M2_0.032_0.055_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,2.972251248,-100,430,467
"('M1M0M2_0.032_0.055_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,5.47568431,-100,430,467
"('M1M0M2_0.032_0.055_BAB', (0, 0, 0, 0, 0, False))",,2.009788437,-100,412,431
"('M1M0M2_0.032_0.055_BAB', (10, 0, 0, 0, 0, False))",,4.609098405,-100,412,431
"('M1M0M2_0.032_0.055_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,2.61341097,-100,376,467
"('M1M0M2_0.032_0.055_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,5.324718441,-100,376,467
"('M1M0M2_0.032_0.055_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,2.61341097,-100,376,467
"('M1M0M2_0.032_0.055_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,5.324718441,-100,376,467
"('M1M0M2_0.032_0.055_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,2.61341097,-100,376,467
"('M1M0M2_0.032_0.055_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,5.324718441,-100,376,467
"('M1M0M2_0.032_0.055_BBB', (0, 0, 0, 0, 0, False))",,2.082736369,-100,450,420
"('M1M0M2_0.032_0.055_BBB', (10, 0, 0, 0, 0, False))",,4.512464624,-100,450,420
"('M1M0M2_0.032_0.055_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,2.962710157,-100,414,456
"('M1M0M2_0.032_0.055_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,5.690581247,-100,414,456
"('M1M0M2_0.032_0.055_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,2.962710157,-100,414,456
"('M1M0M2_0.032_0.055_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,5.690581247,-100,414,456
"('M1M0M2_0.032_0.055_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,2.962710157,-100,414,456
"('M1M0M2_0.032_0.055_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,5.690581247,-100,414,456
"('M1M0M2_0.032_0.056_AAA', (0, 0, 0, 0, 0, False))",,1.901606856,-100,400,480
"('M1M0M2_0.032_0.056_AAA', (10, 0, 0, 0, 0, False))",,4.414129581,-100,400,480
"('M1M0M2_0.032_0.056_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.719401278,-100,362,518
"('M1M0M2_0.032_0.056_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.269822418,-100,362,518
"('M1M0M2_0.032_0.056_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.719401278,-100,362,518
"('M1M0M2_0.032_0.056_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.269822418,-100,362,518
"('M1M0M2_0.032_0.056_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,2.719401278,-100,362,518
"('M1M0M2_0.032_0.056_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,5.269822418,-100,362,518
"('M1M0M2_0.032_0.056_ABA', (0, 0, 0, 0, 0, False))",,2.196619513,-100,468,440
"('M1M0M2_0.032_0.056_ABA', (10, 0, 0, 0, 0, False))",,4.724628928,-100,468,440
"('M1M0M2_0.032_0.056_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,2.930034355,-100,430,477
"('M1M0M2_0.032_0.056_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,5.641588929,-100,430,477
"('M1M0M2_0.032_0.056_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,2.930034355,-100,430,477
"('M1M0M2_0.032_0.056_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,5.641588929,-100,430,477
"('M1M0M2_0.032_0.056_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,2.930034355,-100,430,477
"('M1M0M2_0.032_0.056_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,5.641588929,-100,430,477
"('M1M0M2_0.032_0.056_BAB', (0, 0, 0, 0, 0, False))",,2.034025036,-100,412,440
"('M1M0M2_0.032_0.056_BAB', (10, 0, 0, 0, 0, False))",,4.287433908,-100,412,440
"('M1M0M2_0.032_0.056_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,2.856192965,-100,376,477
"('M1M0M2_0.032_0.056_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,5.157429469,-100,376,477
"('M1M0M2_0.032_0.056_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,2.856192965,-100,376,477
"('M1M0M2_0.032_0.056_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,5.157429469,-100,376,477
"('M1M0M2_0.032_0.056_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,2.856192965,-100,376,477
"('M1M0M2_0.032_0.056_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,5.157429469,-100,376,477
"('M1M0M2_0.032_0.056_BBB', (0, 0, 0, 0, 0, False))",,1.943079524,-100,450,430
"('M1M0M2_0.032_0.056_BBB', (10, 0, 0, 0, 0, False))",,2.751680491,-100,450,430
"('M1M0M2_0.032_0.056_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,2.852434335,-100,414,466
"('M1M0M2_0.032_0.056_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,5.554719131,-100,414,466
"('M1M0M2_0.032_0.056_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,2.852434335,-100,414,466
"('M1M0M2_0.032_0.056_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,5.554719131,-100,414,466
"('M1M0M2_0.032_0.056_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,2.852434335,-100,414,466
"('M1M0M2_0.032_0.056_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,5.554719131,-100,414,466
"('M1M0M2_0.032_0.057_AAA', (0, 0, 0, 0, 0, False))",,2.427475602,-100,402,488
"('M1M0M2_0.032_0.057_AAA', (10, 0, 0, 0, 0, False))",,4.322315748,-100,402,488
"('M1M0M2_0.032_0.057_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.008292423,-100,364,526
"('M1M0M2_0.032_0.057_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.485119852,-100,364,526
"('M1M0M2_0.032_0.057_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.008292423,-100,364,526
"('M1M0M2_0.032_0.057_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.485119852,-100,364,526
"('M1M0M2_0.032_0.057_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,3.008292423,-100,364,526
"('M1M0M2_0.032_0.057_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,5.485119852,-100,364,526
"('M1M0M2_0.032_0.057_ABA', (0, 0, 0, 0, 0, False))",,2.289579003,-100,468,449
"('M1M0M2_0.032_0.057_ABA', (10, 0, 0, 0, 0, False))",,4.645472032,-100,468,449
"('M1M0M2_0.032_0.057_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,2.972825389,-100,430,487
"('M1M0M2_0.032_0.057_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,5.248217268,-100,430,487
"('M1M0M2_0.032_0.057_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,2.972825389,-100,430,487
"('M1M0M2_0.032_0.057_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,5.248217268,-100,430,487
"('M1M0M2_0.032_0.057_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,2.972825389,-100,430,487
"('M1M0M2_0.032_0.057_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,5.248217268,-100,430,487
"('M1M0M2_0.032_0.057_BAB', (0, 0, 0, 0, 0, False))",,2.174029341,-100,414,449
"('M1M0M2_0.032_0.057_BAB', (10, 0, 0, 0, 0, False))",,4.566572704,-100,414,449
"('M1M0M2_0.032_0.057_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,2.758494078,-100,376,487
"('M1M0M2_0.032_0.057_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,5.40213985,-100,376,487
"('M1M0M2_0.032_0.057_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,2.758494078,-100,376,487
"('M1M0M2_0.032_0.057_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,5.40213985,-100,376,487
"('M1M0M2_0.032_0.057_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,2.758494078,-100,376,487
"('M1M0M2_0.032_0.057_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,5.40213985,-100,376,487
"('M1M0M2_0.032_0.057_BBB', (0, 0, 0, 0, 0, False))",,2.06661442,-100,454,436
"('M1M0M2_0.032_0.057_BBB', (10, 0, 0, 0, 0, False))",,4.523119122,-100,454,436
"('M1M0M2_0.032_0.057_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,2.905767336,-100,418,472
"('M1M0M2_0.032_0.057_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,5.568238495,-100,418,472
"('M1M0M2_0.032_0.057_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,2.905767336,-100,418,472
"('M1M0M2_0.032_0.057_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,5.568238495,-100,418,472
"('M1M0M2_0.032_0.057_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,2.905767336,-100,418,472
"('M1M0M2_0.032_0.057_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,5.568238495,-100,418,472
"('M1M0M2_0.032_0.06_AAA', (0, 0, 0, 0, 0, False))",,2.470946019,-100,410,510
"('M1M0M2_0.032_0.06_AAA', (10, 0, 0, 0, 0, False))",,4.890927472,-100,410,510
"('M1M0M2_0.032_0.06_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.730433197,-100,370,550
"('M1M0M2_0.032_0.06_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,4.998198808,-100,370,550
"('M1M0M2_0.032_0.06_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.730433197,-100,370,550
"('M1M0M2_0.032_0.06_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,4.998198808,-100,370,550
"('M1M0M2_0.032_0.06_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,2.730433197,-100,370,550
"('M1M0M2_0.032_0.06_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,4.998198808,-100,370,550
"('M1M0M2_0.032_0.06_ABA', (0, 0, 0, 0, 0, False))",,2.236890213,-100,468,479
"('M1M0M2_0.032_0.06_ABA', (10, 0, 0, 0, 0, False))",,4.927303985,-100,468,479
"('M1M0M2_0.032_0.06_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,2.380722348,-100,430,517
"('M1M0M2_0.032_0.06_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,5.913965509,-100,430,517
"('M1M0M2_0.032_0.06_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,2.380722348,-100,430,517
"('M1M0M2_0.032_0.06_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,5.913965509,-100,430,517
"('M1M0M2_0.032_0.06_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,2.380722348,-100,430,517
"('M1M0M2_0.032_0.06_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,5.913965509,-100,430,517
"('M1M0M2_0.032_0.06_BAB', (0, 0, 0, 0, 0, False))",,1.977193533,-100,414,479
"('M1M0M2_0.032_0.06_BAB', (10, 0, 0, 0, 0, False))",,4.351559791,-100,414,479
"('M1M0M2_0.032_0.06_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,2.637382401,-100,376,517
"('M1M0M2_0.032_0.06_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,5.099196239,-100,376,517
"('M1M0M2_0.032_0.06_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,2.637382401,-100,376,517
"('M1M0M2_0.032_0.06_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,5.099196239,-100,376,517
"('M1M0M2_0.032_0.06_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,2.637382401,-100,376,517
"('M1M0M2_0.032_0.06_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,5.099196239,-100,376,517
"('M1M0M2_0.032_0.06_BBB', (0, 0, 0, 0, 0, False))",,2.455412919,-100,462,458
"('M1M0M2_0.032_0.06_BBB', (10, 0, 0, 0, 0, False))",,4.63283983,-100,462,458
"('M1M0M2_0.032_0.06_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,3.316173056,-100,424,496
"('M1M0M2_0.032_0.06_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,5.402862738,-100,424,496
"('M1M0M2_0.032_0.06_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,3.316173056,-100,424,496
"('M1M0M2_0.032_0.06_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,5.402862738,-100,424,496
"('M1M0M2_0.032_0.06_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,3.316173056,-100,424,496
"('M1M0M2_0.032_0.06_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,5.402862738,-100,424,496
"('M1M0M2_0.032_0.07_AAA', (0, 0, 0, 0, 0, False))",,1.401710973,-100,410,610
"('M1M0M2_0.032_0.07_AAA', (10, 0, 0, 0, 0, False))",,4.262388258,-100,410,610
"('M1M0M2_0.032_0.07_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,1.846720867,-100,372,648
"('M1M0M2_0.032_0.07_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,4.695501355,-100,372,648
"('M1M0M2_0.032_0.07_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,1.846720867,-100,372,648
"('M1M0M2_0.032_0.07_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,4.695501355,-100,372,648
"('M1M0M2_0.032_0.07_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,1.846720867,-100,372,648
"('M1M0M2_0.032_0.07_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,4.695501355,-100,372,648
"('M1M0M2_0.032_0.07_ABA', (0, 0, 0, 0, 0, False))",,2.205448571,-100,470,578
"('M1M0M2_0.032_0.07_ABA', (10, 0, 0, 0, 0, False))",,4.758221107,-100,470,578
"('M1M0M2_0.032_0.07_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,2.648171501,-100,430,617
"('M1M0M2_0.032_0.07_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,4.964513209,-100,430,617
"('M1M0M2_0.032_0.07_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,2.648171501,-100,430,617
"('M1M0M2_0.032_0.07_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,4.964513209,-100,430,617
"('M1M0M2_0.032_0.07_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,2.648171501,-100,430,617
"('M1M0M2_0.032_0.07_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,4.964513209,-100,430,617
"('M1M0M2_0.032_0.07_BAB', (0, 0, 0, 0, 0, False))",,1.700766361,-100,414,578
"('M1M0M2_0.032_0.07_BAB', (10, 0, 0, 0, 0, False))",,4.310212482,-100,414,578
"('M1M0M2_0.032_0.07_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,1.969818204,-100,376,617
"('M1M0M2_0.032_0.07_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,4.833131146,-100,376,617
"('M1M0M2_0.032_0.07_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,1.969818204,-100,376,617
"('M1M0M2_0.032_0.07_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,4.833131146,-100,376,617
"('M1M0M2_0.032_0.07_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,1.969818204,-100,376,617
"('M1M0M2_0.032_0.07_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,4.833131146,-100,376,617
"('M1M0M2_0.032_0.07_BBB', (0, 0, 0, 0, 0, False))",,2.0793847,-100,462,558
"('M1M0M2_0.032_0.07_BBB', (10, 0, 0, 0, 0, False))",,4.32083505,-100,462,558
"('M1M0M2_0.032_0.07_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,1.960243072,-100,424,596
"('M1M0M2_0.032_0.07_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,4.940591929,-100,424,596
"('M1M0M2_0.032_0.07_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,1.960243072,-100,424,596
"('M1M0M2_0.032_0.07_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,4.940591929,-100,424,596
"('M1M0M2_0.032_0.07_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,1.960243072,-100,424,596
"('M1M0M2_0.032_0.07_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,4.940591929,-100,424,596
"('M1M0M2_0.039_0.014_ABA', (0, 0, 0, 0, 0, False))",,4.757800379,2.014672537,390,140
"('M1M0M2_0.039_0.014_ABA', (10, 0, 0, 0, 0, False))",,10.01949266,3.871845703,390,140
"('M1M0M2_0.039_0.014_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,5.847812944,1.072827401,380,150
"('M1M0M2_0.039_0.014_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,11.29081016,3.115865359,380,150
"('M1M0M2_0.039_0.014_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,5.847812944,1.072827401,380,150
"('M1M0M2_0.039_0.014_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,11.29081016,3.115865359,380,150
"('M1M0M2_0.039_0.014_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,5.847812944,1.072827401,380,150
"('M1M0M2_0.039_0.014_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,11.29081016,3.115865359,380,150
"('M1M0M2_0.039_0.014_BAB', (0, 0, 0, 0, 0, False))",,5.069749247,1.548406773,390,140
"('M1M0M2_0.039_0.014_BAB', (10, 0, 0, 0, 0, False))",,10.66560142,3.732214605,390,140
"('M1M0M2_0.039_0.014_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,6.496766732,1.269156459,380,150
"('M1M0M2_0.039_0.014_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,11.08215919,2.72475159,380,150
"('M1M0M2_0.039_0.014_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,6.496766732,1.269156459,380,150
"('M1M0M2_0.039_0.014_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,11.08215919,2.72475159,380,150
"('M1M0M2_0.039_0.014_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,6.496766732,1.269156459,380,150
"('M1M0M2_0.039_0.014_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,11.08215919,2.72475159,380,150
"('M1M0M2_0.039_0.017_ABA', (0, 0, 0, 0, 0, False))",,4.01544108,0.949204791,398,162
"('M1M0M2_0.039_0.017_ABA', (10, 0, 0, 0, 0, False))",,8.625647122,2.838317931,398,162
"('M1M0M2_0.039_0.017_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,5.704371174,0.593571045,452,142
"('M1M0M2_0.039_0.017_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,10.93527594,2.640773848,452,142
"('M1M0M2_0.039_0.017_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,5.704371174,0.593571045,452,142
"('M1M0M2_0.039_0.017_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,10.93527594,2.640773848,452,142
"('M1M0M2_0.039_0.017_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,4.787624122,0.410884155,384,176
"('M1M0M2_0.039_0.017_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,8.956593366,1.685104667,384,176
"('M1M0M2_0.039_0.017_BAB', (0, 0, 0, 0, 0, False))",,3.213320523,0.421623041,398,163
"('M1M0M2_0.039_0.017_BAB', (10, 0, 0, 0, 0, False))",,7.918910139,2.415830908,398,163
"('M1M0M2_0.039_0.017_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,5.252148779,0.557700109,384,142
"('M1M0M2_0.039_0.017_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,11.11755534,2.548902158,384,142
"('M1M0M2_0.039_0.017_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,5.252148779,0.557700109,384,142
"('M1M0M2_0.039_0.017_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,11.11755534,2.548902158,384,142
"('M1M0M2_0.039_0.017_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,5.884520073,0.560056444,384,176
"('M1M0M2_0.039_0.017_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,9.487663396,2.173911532,384,176
"('M1M0M2_0.039_0.018_ABA', (0, 0, 0, 0, 0, False))",,-2.969354396,-2.287780534,408,162
"('M1M0M2_0.039_0.018_ABA', (10, 0, 0, 0, 0, False))",,0.952059696,-0.646833141,408,162
"('M1M0M2_0.039_0.018_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,-3.555428488,-3.483818242,462,138
"('M1M0M2_0.039_0.018_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,1.471044377,-1.175972402,462,138
"('M1M0M2_0.039_0.018_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,-3.555428488,-3.483818242,462,138
"('M1M0M2_0.039_0.018_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,1.471044377,-1.175972402,462,138
"('M1M0M2_0.039_0.018_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,-1.866846109,-2.253799254,402,168
"('M1M0M2_0.039_0.018_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,2.742568934,-0.711740975,402,168
"('M1M0M2_0.039_0.018_BAB', (0, 0, 0, 0, 0, False))",,-3.004032067,-2.614727922,408,162
"('M1M0M2_0.039_0.018_BAB', (10, 0, 0, 0, 0, False))",,1.220654021,-0.760355225,408,162
"('M1M0M2_0.039_0.018_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,-3.989967887,-3.442522941,402,138
"('M1M0M2_0.039_0.018_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,1.146971019,-1.191595846,402,138
"('M1M0M2_0.039_0.018_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,-3.989967887,-3.442522941,402,138
"('M1M0M2_0.039_0.018_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,1.146971019,-1.191595846,402,138
"('M1M0M2_0.039_0.018_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,-2.143555655,-2.475481333,402,168
"('M1M0M2_0.039_0.018_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,2.435987334,-0.939900573,402,168
"('M1M0M2_0.039_0.019_ABA', (0, 0, 0, 0, 0, False))",,3.728949479,0.849871625,416,166
"('M1M0M2_0.039_0.019_ABA', (10, 0, 0, 0, 0, False))",,7.954890055,2.390173391,416,166
"('M1M0M2_0.039_0.019_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,3.892632775,0.437244214,472,142
"('M1M0M2_0.039_0.019_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,9.199517556,2.70274068,472,142
