,Cmd,Ct_err,Cc_err,CD,SP
"('M0M1_0.016_0.038_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,2.418396005,-100,162,323
"('M0M1_0.016_0.038_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,5.685769189,-100,162,323
"('M0M1_0.016_0.038_BBB', (0, 0, 0, 0, 0, False))",,2.743238126,-100,204,336
"('M0M1_0.016_0.038_BBB', (10, 0, 0, 0, 0, False))",,5.782589532,-100,204,336
"('M0M1_0.016_0.038_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,1.618571841,-100,198,342
"('M0M1_0.016_0.038_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,5.547327066,-100,198,342
"('M0M1_0.016_0.038_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,1.618571841,-100,198,342
"('M0M1_0.016_0.038_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,5.547327066,-100,198,342
"('M0M1_0.016_0.038_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,1.618571841,-100,198,342
"('M0M1_0.016_0.038_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,5.547327066,-100,198,342
"('M0M1_0.016_0.03_AAA', (0, 0, 0, 0, 0, False))",,3.278095376,0.91145919,144,316
"('M0M1_0.016_0.03_AAA', (10, 0, 0, 0, 0, False))",,6.57526857,2.246051221,144,316
"('M0M1_0.016_0.03_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.065880874,1.326509464,136,324
"('M0M1_0.016_0.03_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.964980311,2.063674594,136,324
"('M0M1_0.016_0.03_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.065880874,1.326509464,136,324
"('M0M1_0.016_0.03_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.964980311,2.063674594,136,324
"('M0M1_0.016_0.03_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,2.065880874,1.326509464,136,324
"('M0M1_0.016_0.03_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,5.964980311,2.063674594,136,324
"('M0M1_0.016_0.03_ABA', (0, 0, 0, 0, 0, False))",,2.223346156,1.053790468,274,241
"('M0M1_0.016_0.03_ABA', (10, 0, 0, 0, 0, False))",,5.760162664,2.696113742,274,241
"('M0M1_0.016_0.03_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,1.999527711,1.378365059,272,243
"('M0M1_0.016_0.03_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,5.171564098,2.480235734,272,243
"('M0M1_0.016_0.03_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,1.999527711,1.378365059,272,243
"('M0M1_0.016_0.03_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,5.171564098,2.480235734,272,243
"('M0M1_0.016_0.03_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,1.999527711,1.378365059,272,243
"('M0M1_0.016_0.03_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,5.171564098,2.480235734,272,243
"('M0M1_0.016_0.03_BAB', (0, 0, 0, 0, 0, False))",,2.510119133,1.190067461,164,241
"('M0M1_0.016_0.03_BAB', (10, 0, 0, 0, 0, False))",,7.088273288,2.818027846,164,241
"('M0M1_0.016_0.03_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,1.861513129,1.53612387,162,243
"('M0M1_0.016_0.03_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,7.478406563,3.484992923,162,243
"('M0M1_0.016_0.03_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,1.861513129,1.53612387,162,243
"('M0M1_0.016_0.03_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,7.478406563,3.484992923,162,243
"('M0M1_0.016_0.03_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,1.861513129,1.53612387,162,243
"('M0M1_0.016_0.03_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,7.478406563,3.484992923,162,243
"('M0M1_0.016_0.03_BBB', (0, 0, 0, 0, 0, False))",,2.872770808,1.269568375,202,258
"('M0M1_0.016_0.03_BBB', (10, 0, 0, 0, 0, False))",,6.865031406,2.624758144,202,258
"('M0M1_0.016_0.03_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,2.300535341,1.519223612,198,262
"('M0M1_0.016_0.03_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,6.034181672,2.306604449,198,262
"('M0M1_0.016_0.03_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,2.300535341,1.519223612,198,262
"('M0M1_0.016_0.03_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,6.034181672,2.306604449,198,262
"('M0M1_0.016_0.03_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,2.300535341,1.519223612,198,262
"('M0M1_0.016_0.03_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,6.034181672,2.306604449,198,262
"('M0M1_0.016_0.0405_AAA', (0, 0, 0, 0, 0, False))",,2.593964315,-100,154,411
"('M0M1_0.016_0.0405_AAA', (10, 0, 0, 0, 0, False))",,6.490543719,-100,154,411
"('M0M1_0.016_0.0405_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,1.400994485,-100,144,421
"('M0M1_0.016_0.0405_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,4.935987197,-100,144,421
"('M0M1_0.016_0.0405_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,1.400994485,-100,144,421
"('M0M1_0.016_0.0405_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,4.935987197,-100,144,421
"('M0M1_0.016_0.0405_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,1.400994485,-100,144,421
"('M0M1_0.016_0.0405_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,4.935987197,-100,144,421
"('M0M1_0.016_0.0405_ABA', (0, 0, 0, 0, 0, False))",,1.743736512,-100,276,358
"('M0M1_0.016_0.0405_ABA', (10, 0, 0, 0, 0, False))",,4.867690674,-100,276,358
"('M0M1_0.016_0.0405_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,1.496657271,-100,270,364
"('M0M1_0.016_0.0405_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,4.14521652,-100,270,364
"('M0M1_0.016_0.0405_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,1.496657271,-100,270,364
"('M0M1_0.016_0.0405_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,4.14521652,-100,270,364
"('M0M1_0.016_0.0405_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,1.496657271,-100,270,364
"('M0M1_0.016_0.0405_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,4.14521652,-100,270,364
"('M0M1_0.016_0.0405_BAB', (0, 0, 0, 0, 0, False))",,2.086742509,-100,166,344
"('M0M1_0.016_0.0405_BAB', (10, 0, 0, 0, 0, False))",,5.921164596,-100,166,344
"('M0M1_0.016_0.0405_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,1.454280799,-100,160,350
"('M0M1_0.016_0.0405_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,5.178642318,-100,160,350
"('M0M1_0.016_0.0405_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,1.454280799,-100,160,350
"('M0M1_0.016_0.0405_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,5.178642318,-100,160,350
"('M0M1_0.016_0.0405_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,1.454280799,-100,160,350
"('M0M1_0.016_0.0405_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,5.178642318,-100,160,350
"('M0M1_0.016_0.0405_BBB', (0, 0, 0, 0, 0, False))",,3.041868127,-100,210,355
"('M0M1_0.016_0.0405_BBB', (10, 0, 0, 0, 0, False))",,6.56724113,-100,210,355
"('M0M1_0.016_0.0405_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,1.504380889,-100,202,363
"('M0M1_0.016_0.0405_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,5.080305709,-100,202,363
"('M0M1_0.016_0.0405_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,1.504380889,-100,202,363
"('M0M1_0.016_0.0405_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,5.080305709,-100,202,363
"('M0M1_0.016_0.0405_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,1.504380889,-100,202,363
"('M0M1_0.016_0.0405_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,5.080305709,-100,202,363
"('M0M1_0.016_0.0425_AAA', (0, 0, 0, 0, 0, False))",,2.836663,-100,156,429
"('M0M1_0.016_0.0425_AAA', (10, 0, 0, 0, 0, False))",,5.268798126,-100,156,429
"('M0M1_0.016_0.0425_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,1.079563856,-100,146,439
"('M0M1_0.016_0.0425_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.708733672,-100,146,439
"('M0M1_0.016_0.0425_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,1.079563856,-100,146,439
"('M0M1_0.016_0.0425_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.708733672,-100,146,439
"('M0M1_0.016_0.0425_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,1.079563856,-100,146,439
"('M0M1_0.016_0.0425_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,5.708733672,-100,146,439
"('M0M1_0.016_0.0425_ABA', (0, 0, 0, 0, 0, False))",,1.64375216,-100,276,378
"('M0M1_0.016_0.0425_ABA', (10, 0, 0, 0, 0, False))",,4.098250218,-100,276,378
"('M0M1_0.016_0.0425_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,1.46995321,-100,270,384
"('M0M1_0.016_0.0425_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,4.266117726,-100,270,384
"('M0M1_0.016_0.0425_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,1.46995321,-100,270,384
"('M0M1_0.016_0.0425_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,4.266117726,-100,270,384
"('M0M1_0.016_0.0425_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,1.46995321,-100,270,384
"('M0M1_0.016_0.0425_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,4.266117726,-100,270,384
"('M0M1_0.016_0.0425_BAB', (0, 0, 0, 0, 0, False))",,1.812666715,-100,166,364
"('M0M1_0.016_0.0425_BAB', (10, 0, 0, 0, 0, False))",,6.097212152,-100,166,364
"('M0M1_0.016_0.0425_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,2.154957816,-100,160,370
"('M0M1_0.016_0.0425_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,5.662230714,-100,160,370
"('M0M1_0.016_0.0425_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,2.154957816,-100,160,370
"('M0M1_0.016_0.0425_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,5.662230714,-100,160,370
"('M0M1_0.016_0.0425_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,2.154957816,-100,160,370
"('M0M1_0.016_0.0425_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,5.662230714,-100,160,370
"('M0M1_0.016_0.0425_BBB', (0, 0, 0, 0, 0, False))",,2.535411032,-100,218,367
"('M0M1_0.016_0.0425_BBB', (10, 0, 0, 0, 0, False))",,5.387748442,-100,218,367
"('M0M1_0.016_0.0425_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,2.591981731,-100,210,375
"('M0M1_0.016_0.0425_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,3.970438975,-100,210,375
"('M0M1_0.016_0.0425_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,2.591981731,-100,210,375
"('M0M1_0.016_0.0425_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,3.970438975,-100,210,375
"('M0M1_0.016_0.0425_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,2.591981731,-100,210,375
"('M0M1_0.016_0.0425_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,3.970438975,-100,210,375
"('M0M1_0.016_0.0475_AAA', (0, 0, 0, 0, 0, False))",,2.242388043,-100,162,473
"('M0M1_0.016_0.0475_AAA', (10, 0, 0, 0, 0, False))",,5.599493376,-100,162,473
"('M0M1_0.016_0.0475_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,1.133388277,-100,152,483
"('M0M1_0.016_0.0475_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,4.427799374,-100,152,483
"('M0M1_0.016_0.0475_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,1.133388277,-100,152,483
"('M0M1_0.016_0.0475_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,4.427799374,-100,152,483
"('M0M1_0.016_0.0475_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,1.133388277,-100,152,483
"('M0M1_0.016_0.0475_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,4.427799374,-100,152,483
"('M0M1_0.016_0.0475_ABA', (0, 0, 0, 0, 0, False))",,1.807360093,-100,278,426
"('M0M1_0.016_0.0475_ABA', (10, 0, 0, 0, 0, False))",,4.436742397,-100,278,426
"('M0M1_0.016_0.0475_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,1.28079781,-100,270,434
"('M0M1_0.016_0.0475_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,4.351412788,-100,270,434
"('M0M1_0.016_0.0475_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,1.28079781,-100,270,434
"('M0M1_0.016_0.0475_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,4.351412788,-100,270,434
"('M0M1_0.016_0.0475_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,1.28079781,-100,270,434
"('M0M1_0.016_0.0475_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,4.351412788,-100,270,434
"('M0M1_0.016_0.0475_BAB', (0, 0, 0, 0, 0, False))",,2.269864758,-100,168,412
"('M0M1_0.016_0.0475_BAB', (10, 0, 0, 0, 0, False))",,5.137134795,-100,168,412
"('M0M1_0.016_0.0475_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,1.299868341,-100,160,420
"('M0M1_0.016_0.0475_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,4.766880525,-100,160,420
"('M0M1_0.016_0.0475_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,1.299868341,-100,160,420
"('M0M1_0.016_0.0475_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,4.766880525,-100,160,420
"('M0M1_0.016_0.0475_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,1.299868341,-100,160,420
"('M0M1_0.016_0.0475_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,4.766880525,-100,160,420
"('M0M1_0.016_0.0475_BBB', (0, 0, 0, 0, 0, False))",,1.807685145,-100,242,393
"('M0M1_0.016_0.0475_BBB', (10, 0, 0, 0, 0, False))",,4.452169595,-100,242,393
"('M0M1_0.016_0.0475_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,1.392562139,-100,236,399
"('M0M1_0.016_0.0475_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,4.465348893,-100,236,399
"('M0M1_0.016_0.0475_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,1.392562139,-100,236,399
"('M0M1_0.016_0.0475_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,4.465348893,-100,236,399
"('M0M1_0.016_0.0475_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,1.392562139,-100,236,399
"('M0M1_0.016_0.0475_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,4.465348893,-100,236,399
"('M0M1_0.016_0.0495_AAA', (0, 0, 0, 0, 0, False))",,1.947864076,-100,164,491
"('M0M1_0.016_0.0495_AAA', (10, 0, 0, 0, 0, False))",,5.217208905,-100,164,491
"('M0M1_0.016_0.0495_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,1.151842435,-100,154,501
"('M0M1_0.016_0.0495_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,4.586853462,-100,154,501
"('M0M1_0.016_0.0495_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,1.151842435,-100,154,501
"('M0M1_0.016_0.0495_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,4.586853462,-100,154,501
"('M0M1_0.016_0.0495_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,1.151842435,-100,154,501
"('M0M1_0.016_0.0495_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,4.586853462,-100,154,501
"('M0M1_0.016_0.0495_ABA', (0, 0, 0, 0, 0, False))",,1.507046128,-100,278,446
"('M0M1_0.016_0.0495_ABA', (10, 0, 0, 0, 0, False))",,4.381744261,-100,278,446
"('M0M1_0.016_0.0495_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,1.276816545,-100,270,454
"('M0M1_0.016_0.0495_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,3.543212241,-100,270,454
"('M0M1_0.016_0.0495_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,1.276816545,-100,270,454
"('M0M1_0.016_0.0495_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,3.543212241,-100,270,454
"('M0M1_0.016_0.0495_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,1.276816545,-100,270,454
"('M0M1_0.016_0.0495_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,3.543212241,-100,270,454
"('M0M1_0.016_0.0495_BAB', (0, 0, 0, 0, 0, False))",,2.160837603,-100,168,432
"('M0M1_0.016_0.0495_BAB', (10, 0, 0, 0, 0, False))",,4.767904879,-100,168,432
"('M0M1_0.016_0.0495_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,1.314250278,-100,160,440
"('M0M1_0.016_0.0495_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,4.76512621,-100,160,440
"('M0M1_0.016_0.0495_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,1.314250278,-100,160,440
"('M0M1_0.016_0.0495_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,4.76512621,-100,160,440
"('M0M1_0.016_0.0495_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,1.314250278,-100,160,440
"('M0M1_0.016_0.0495_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,4.76512621,-100,160,440
"('M0M1_0.016_0.0495_BBB', (0, 0, 0, 0, 0, False))",,1.228938442,-100,252,403
"('M0M1_0.016_0.0495_BBB', (10, 0, 0, 0, 0, False))",,4.684053458,-100,252,403
"('M0M1_0.016_0.0495_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,1.891426862,-100,246,409
"('M0M1_0.016_0.0495_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,4.611366017,-100,246,409
"('M0M1_0.016_0.0495_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,1.891426862,-100,246,409
"('M0M1_0.016_0.0495_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,4.611366017,-100,246,409
"('M0M1_0.016_0.0495_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,1.891426862,-100,246,409
"('M0M1_0.016_0.0495_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,4.611366017,-100,246,409
"('M0M1_0.016_0.04_AAA', (0, 0, 0, 0, 0, False))",,2.421612345,-100,152,408
"('M0M1_0.016_0.04_AAA', (10, 0, 0, 0, 0, False))",,6.282969236,-100,152,408
"('M0M1_0.016_0.04_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.153883485,-100,142,418
"('M0M1_0.016_0.04_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,4.905830044,-100,142,418
"('M0M1_0.016_0.04_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.153883485,-100,142,418
"('M0M1_0.016_0.04_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,4.905830044,-100,142,418
"('M0M1_0.016_0.04_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,2.153883485,-100,142,418
"('M0M1_0.016_0.04_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,4.905830044,-100,142,418
"('M0M1_0.016_0.04_ABA', (0, 0, 0, 0, 0, False))",,1.96138153,-100,276,353
"('M0M1_0.016_0.04_ABA', (10, 0, 0, 0, 0, False))",,4.882478019,-100,276,353
"('M0M1_0.016_0.04_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,1.553704251,-100,270,359
"('M0M1_0.016_0.04_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,4.642561061,-100,270,359
"('M0M1_0.016_0.04_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,1.553704251,-100,270,359
"('M0M1_0.016_0.04_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,4.642561061,-100,270,359
"('M0M1_0.016_0.04_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,1.553704251,-100,270,359
"('M0M1_0.016_0.04_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,4.642561061,-100,270,359
"('M0M1_0.016_0.04_BAB', (0, 0, 0, 0, 0, False))",,2.328233332,-100,166,339
"('M0M1_0.016_0.04_BAB', (10, 0, 0, 0, 0, False))",,5.678856279,-100,166,339
"('M0M1_0.016_0.04_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,1.42463084,-100,160,345
"('M0M1_0.016_0.04_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,6.033614441,-100,160,345
"('M0M1_0.016_0.04_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,1.42463084,-100,160,345
"('M0M1_0.016_0.04_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,6.033614441,-100,160,345
"('M0M1_0.016_0.04_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,1.42463084,-100,160,345
"('M0M1_0.016_0.04_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,6.033614441,-100,160,345
"('M0M1_0.016_0.04_BBB', (0, 0, 0, 0, 0, False))",,2.526366191,-100,206,354
"('M0M1_0.016_0.04_BBB', (10, 0, 0, 0, 0, False))",,5.772211232,-100,206,354
"('M0M1_0.016_0.04_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,1.396810022,-100,198,362
"('M0M1_0.016_0.04_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,5.057064023,-100,198,362
"('M0M1_0.016_0.04_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,1.396810022,-100,198,362
"('M0M1_0.016_0.04_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,5.057064023,-100,198,362
"('M0M1_0.016_0.04_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,1.396810022,-100,198,362
"('M0M1_0.016_0.04_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,5.057064023,-100,198,362
"('M0M1_0.018_0.012_ABA', (0, 0, 0, 0, 0, False))",,2.067946197,0.839495267,182,134
"('M0M1_0.018_0.012_ABA', (10, 0, 0, 0, 0, False))",,7.625790504,3.01820761,182,134
"('M0M1_0.018_0.012_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,1.339188549,0.817084256,180,136
"('M0M1_0.018_0.012_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,7.473508563,3.325779593,180,136
"('M0M1_0.018_0.012_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,1.339188549,0.817084256,180,136
"('M0M1_0.018_0.012_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,7.473508563,3.325779593,180,136
"('M0M1_0.018_0.012_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,1.339188549,0.817084256,180,136
"('M0M1_0.018_0.012_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,7.473508563,3.325779593,180,136
"('M0M1_0.018_0.012_BAB', (0, 0, 0, 0, 0, False))",,1.864951204,1.002861055,150,134
"('M0M1_0.018_0.012_BAB', (10, 0, 0, 0, 0, False))",,8.310661378,3.918152777,150,134
"('M0M1_0.018_0.012_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,1.528441087,0.559252449,148,136
"('M0M1_0.018_0.012_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,7.740544259,3.622440655,148,136
"('M0M1_0.018_0.012_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,1.528441087,0.559252449,148,136
"('M0M1_0.018_0.012_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,7.740544259,3.622440655,148,136
"('M0M1_0.018_0.012_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,1.528441087,0.559252449,148,136
"('M0M1_0.018_0.012_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,7.740544259,3.622440655,148,136
"('M0M1_0.018_0.014_ABA', (0, 0, 0, 0, 0, False))",,1.544214333,1.284270217,216,135
"('M0M1_0.018_0.014_ABA', (10, 0, 0, 0, 0, False))",,7.577662722,3.242973373,216,135
"('M0M1_0.018_0.014_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,0.800241022,0.444692986,214,137
"('M0M1_0.018_0.014_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,6.550503091,2.979422374,214,137
"('M0M1_0.018_0.014_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,0.800241022,0.444692986,214,137
"('M0M1_0.018_0.014_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,6.550503091,2.979422374,214,137
"('M0M1_0.018_0.014_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,0.800241022,0.444692986,214,137
"('M0M1_0.018_0.014_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,6.550503091,2.979422374,214,137
"('M0M1_0.018_0.014_BAB', (0, 0, 0, 0, 0, False))",,1.411774971,0.398359619,154,135
"('M0M1_0.018_0.014_BAB', (10, 0, 0, 0, 0, False))",,7.632135768,3.272604323,154,135
"('M0M1_0.018_0.014_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,1.477504328,1.137034034,152,137
"('M0M1_0.018_0.014_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,7.184151125,3.032718985,152,137
"('M0M1_0.018_0.014_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,1.477504328,1.137034034,152,137
"('M0M1_0.018_0.014_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,7.184151125,3.032718985,152,137
"('M0M1_0.018_0.014_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,1.477504328,1.137034034,152,137
"('M0M1_0.018_0.014_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,7.184151125,3.032718985,152,137
"('M0M1_0.018_0.016_ABA', (0, 0, 0, 0, 0, False))",,1.507618413,0.825254416,252,136
"('M0M1_0.018_0.016_ABA', (10, 0, 0, 0, 0, False))",,7.506365411,3.13374993,252,136
"('M0M1_0.018_0.016_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,0.69113826,0.811976502,250,138
"('M0M1_0.018_0.016_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,6.730226103,2.952729855,250,138
"('M0M1_0.018_0.016_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,0.69113826,0.811976502,250,138
"('M0M1_0.018_0.016_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,6.730226103,2.952729855,250,138
"('M0M1_0.018_0.016_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,0.69113826,0.811976502,250,138
"('M0M1_0.018_0.016_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,6.730226103,2.952729855,250,138
"('M0M1_0.018_0.016_BAB', (0, 0, 0, 0, 0, False))",,1.204332612,0.859365739,156,136
"('M0M1_0.018_0.016_BAB', (10, 0, 0, 0, 0, False))",,8.303001831,3.930699286,156,136
"('M0M1_0.018_0.016_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,2.214435756,0.958412032,154,138
